id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1905423,Amstel River Design Houseboat,2531171,Carmen,,Oud-Oost,52.35223,4.90987,Entire home/apt,391,3,73,2022-11-28,0.67,3,19,1,0363 C11D 50EB 31B6 ED75
1911182,Comfortable room - central + WIFI,7679262,Marijke,,Oostelijk Havengebied - Indische Buurt,52.36373,4.93306,Private room,115,1,321,2022-11-06,3.04,1,163,6,0363 EA1D 91DF 6B00 366A
1912704,Luxury studio on the Herengracht,9920818,Hans,,Centrum-West,52.36991,4.88717,Entire home/apt,199,3,25,2022-11-22,0.31,1,180,19,0363 BA68 C48B 0277 86B0
1914964,17th Century Monumental House with Garden,8982547,Martine,,Centrum-West,52.38659,4.8895,Entire home/apt,600,300,28,2017-09-24,0.26,2,364,0,0363 7C32 C932 83D2 F5D8
1919184,canal-view flat (cozy minimalist style),9948828,Ian,,De Baarsjes - Oud-West,52.36676,4.86285,Entire home/apt,260,2,80,2022-10-16,0.87,1,0,8,0363 02B3 8EBB 07FF 2A02
1921050,Room in 200m2 shared Canalhouse,9957140,Max,,Centrum-West,52.37266,4.89701,Private room,144,30,24,2022-01-02,0.23,2,274,1,0363 A045 5DBD A58D 6ECF
1924485,"spacious, bright and luxury on top!",1672823,Ester,,De Pijp - Rivierenbuurt,52.35593,4.89208,Private room,95,3,452,2020-10-13,4.28,2,0,0,0363 692C C7FB E3AA 4CF0
1926792,CHARMING APPARTMENT IN CITY CENTER,9981353,Mabel,,De Pijp - Rivierenbuurt,52.3567,4.88983,Entire home/apt,300,2,50,2022-10-23,0.50,1,22,10,0363 D82D A197 EFBC 0AE4
1927634,"Houseboat, 3 bedrooms, garden, outdoor kitchen!",9314105,Bauke And Annemiek,,Oostelijk Havengebied - Indische Buurt,52.36807,4.93449,Entire home/apt,482,8,40,2022-08-14,0.39,1,0,4,0363 EBD7 F3AC ED84 B43E
1929777,** PERFECT location: metro Europaplein - 2 BR**,9790923,Jantine,,De Pijp - Rivierenbuurt,52.34383,4.89273,Entire home/apt,230,3,29,2019-06-02,0.38,1,0,0,0363 1CAB A7D8 7A38 5AD0
1937894,Beautiful Houseboat Centre/ Jordan,2395124,Emma,,Centrum-West,52.37923,4.88388,Entire home/apt,275,2,50,2022-06-09,0.46,2,0,9,0363 5B27 D5B8 A827 40F3
1938510,Stay in Amsterdam like a local.,3576012,Sheryl,,Oostelijk Havengebied - Indische Buurt,52.36407,4.94169,Entire home/apt,300,1,95,2022-06-11,0.91,1,152,7,0363 0CDE EC72 0655 C3A4
3254077,Apartment with sunny balkony,7780586,Kassie,,De Baarsjes - Oud-West,52.36758,4.85489,Entire home/apt,100,30,39,2020-09-14,0.38,1,0,0,036314CF9C6086A2532C
3261562,Cute house + garden near centre,16493720,Luc,,Oostelijk Havengebied - Indische Buurt,52.36306,4.93611,Entire home/apt,99,4,60,2022-09-04,0.66,1,24,5,0363 F319 2CED 9A7F F7D2
3270897,Natural charm in Jordaan,14691758,Frank,,Centrum-West,52.37664,4.87934,Entire home/apt,164,7,79,2022-10-24,0.77,1,0,4,0363 18AF C60F 4F24 D573
3277053,Rooftop house in Amsterdam center!,7626197,Mees,,Centrum-West,52.38169,4.88362,Entire home/apt,200,4,26,2019-07-09,0.26,1,0,0,0363 98A4 8876 391A 8843
3282245,Oasis in heart of the City | lowest parking fees,12721238,Anne-Marie,,Oud-Noord,52.3867,4.91677,Entire home/apt,99,7,64,2022-08-29,0.62,1,0,6,0363 7EEE 531C 5AE8 8CBE
3285009,White studio with private entrance,16602759,Martijn,,De Pijp - Rivierenbuurt,52.35127,4.89384,Private room,86,3,278,2022-11-09,2.70,1,4,27,0363 1AD6 48A9 D1D7 DD2B
3285500,Light & cozy  family house with garden,5434912,Myrthe,,Oud-Oost,52.35884,4.93462,Entire home/apt,225,7,16,2022-08-16,0.25,1,66,1,0363 3647 CF90 962A D3DC
3310738,Unique quarantaine spot in Amsterdam,7438608,Suze,,De Aker - Nieuw Sloten,52.34238,4.79699,Private room,120,2,368,2022-10-07,3.58,1,10,7,0363 4575 B189 71EB 8249
3322840,Romantic and comfortable near cultural highlights,16776262,Godelieve,,Zuid,52.35685,4.87343,Entire home/apt,399,4,37,2022-06-05,0.36,1,22,2,0363 6FF7 A27F B277 A3F2
2459307,Trendy one bedroom appartment!,12574181,Gerard,,Watergraafsmeer,52.35113,4.93215,Entire home/apt,114,3,32,2019-05-04,0.30,1,0,0,0363 6CC5 AD07 1D5A 2D28
2471617,Charming Canal house City Centre 4p,6331314,Karin & Douwe,,Centrum-Oost,52.37369,4.90379,Entire home/apt,146,3,577,2022-12-04,5.48,1,16,63,0363 8F1D 9864 0E21 154C
2474754,pay a little more   get a lot more,10428722,Yaap,,Centrum-West,52.37914,4.88491,Entire home/apt,255,5,20,2022-11-21,0.19,1,347,7,0363 5B55 3FD5 8759 2A0D
2476314,Homely family apartment (central),10886830,Maike,,Oud-Oost,52.35363,4.91644,Entire home/apt,170,12,7,2019-10-26,0.07,1,33,0,0363 6039 02C7 466D CA8F
2477880,Private bedroom in a 17th century canal storehouse,12348866,Jan-Tjalling,,Centrum-West,52.3823,4.88576,Private room,103,1,508,2022-11-19,4.78,1,104,39,0363 AA6B 978E C273 0EF2
2478937,Stylish apartment in the citycenter,12679676,Thomas&Eyal,,Centrum-West,52.37236,4.89688,Private room,99,2,606,2022-11-17,5.71,1,19,67,0363 0901 F2A5 8C59 BBB0
2480621,Downtown Double -  Amsterdam city centre,12690109,Jacqueline,,Centrum-West,52.37674,4.89224,Private room,95,2,189,2022-11-25,1.79,2,5,24,0363 7A24 219F 5468 2240
2497346,Cozy studio with terrace and airconditioning,12784049,Ruud,,Zuid,52.35772,4.88034,Private room,154,1,728,2022-12-04,6.88,1,234,97,0363 05A3 F95B 24B1 C82B
2514858,"Two private rooms in cosy apartment in ""de Pijp""",9396158,Rob & René,,De Pijp - Rivierenbuurt,52.34965,4.89403,Private room,89,2,91,2022-11-28,0.87,1,236,25,0363 07E8 9AC7 1758 B0F6
2518607,Typical Amsterdam City 1930's Flat!,3071046,Cecile,,De Pijp - Rivierenbuurt,52.34037,4.90324,Entire home/apt,109,2,72,2020-01-02,0.69,1,0,0,0363 473B 4964 3B4D D5FD
2529643,New! Modern & cozy studio at Eastern Docklands | 2P,12953966,Truus,,Oostelijk Havengebied - Indische Buurt,52.37515,4.94627,Private room,116,1,41,2022-09-25,0.39,1,170,2,0363 31DD 04F2 70D9 3375
2534067,Paradise in De Pijp! NEW,12978317,Annet,,De Pijp - Rivierenbuurt,52.35231,4.89094,Entire home/apt,188,2,31,2019-06-02,0.30,1,0,0,0363 D877 941E F1C9 796D
3331797,Centrally located cosy apartment,16820223,Teun,,Oud-Oost,52.35554,4.91515,Entire home/apt,245,10,0,,,1,338,0,0363 D11A 4E6B FDAA 091F
3332424,City Centre - renovated Canal House,11224822,Edwin,,Centrum-West,52.36815,4.88225,Entire home/apt,795,5,10,2019-12-27,0.10,1,0,0,0363 CAFB 1BCD B073 6D4C
3341765,Beautiful Studio in AMS de Pijp!,16866316,Jorrit,,De Pijp - Rivierenbuurt,52.35381,4.89045,Entire home/apt,120,2,30,2022-10-23,0.29,1,0,2,0363 7283 2A09 9A44 A059
3346620,Amsterdam sweethome - Clean Quiet Safe 2,4013546,Xsjong,,Noord-Oost,52.40154,4.95282,Private room,62,2,153,2022-10-30,1.49,2,306,21,0363 D4AD DCF3 E72A 56A2
2534166,Room to Rent Amsterdam,12978768,Vincent,,Bos en Lommer,52.38414,4.85433,Private room,65,3,201,2022-11-14,1.91,1,142,8,0363 E0AC 99A6 0A1B 6B1B
2705165,Warehouse appartment spacious industrial workshop,2674028,Taco,,Oud-Noord,52.39519,4.91041,Entire home/apt,416,2,360,2022-11-13,3.47,3,281,47,Exempt
2535685,Prinsengracht Cozy Retreat,2764651,Maurice & Dorien,,Centrum-Oost,52.36254,4.8928,Private room,250,2,269,2022-10-22,2.57,1,43,2,0363 C424 4674 6CFD B279
2551330,Big bright room on the water,10863932,Marc,,Slotervaart,52.3695,4.83711,Private room,100,2,116,2022-06-29,1.10,1,0,8,0363 DF31 312C 8DDB 0B95
2553485,NEW Design apartment Amsterdam City Center Rai,13074069,Thibaut,,De Pijp - Rivierenbuurt,52.34201,4.895274,Entire home/apt,400,2,0,,,1,21,0,0363 0C76 2EF7 0D70 1207
3347583,Charming studio in 'De Pijp',16894811,Anita,,De Pijp - Rivierenbuurt,52.35796,4.90026,Private room,100,3,470,2022-10-10,4.57,1,0,36,0363 9926 A74A 52C6 1F0F
3352657,Lovely Comfortable apartment,16916490,Merin,,Bos en Lommer,52.3757,4.85931,Entire home/apt,137,4,36,2020-03-21,0.35,1,0,0,0363 C782 2536 8957 610A
2708863,Spacious family house nearby centre,13862000,Femke,,De Baarsjes - Oud-West,52.36409,4.84923,Entire home/apt,259,5,93,2022-09-04,0.89,1,23,4,0363 ABB5 5A23 4C6F 5F3F
3368163,Cozy canalview apartment 100m distance Leidseplein,16990973,Rene,,Centrum-Oost,52.36145,4.88552,Entire home/apt,200,3,13,2019-05-10,0.13,1,0,0,0363 7DF0 D7ED D9A8 6FEB
2573607,Sunny Nice Canal Apartment,13178396,Nicky,,Centrum-West,52.37617,4.87724,Entire home/apt,99,3,24,2020-02-17,0.23,1,45,0,0363 B9C6 44A0 0C96 3940
2574202,Beautiful Sunny Family Penthouse,13181512,Floris,,De Pijp - Rivierenbuurt,52.34289,4.91049,Entire home/apt,213,4,31,2020-07-20,0.30,1,9,0,0363 1D94 2ECF 9321 5254
2581386,Stylish and warm home + garden. Perfect location.,13086804,Nathalie,,Zuid,52.35296,4.88243,Entire home/apt,234,2,26,2022-07-30,0.38,1,0,1,0363 CC06 106C 754F EFB7
2719038,Little House close to Amsterdam,13060291,Aletta,,Noord-Oost,52.39567,5.0052,Entire home/apt,114,1,384,2022-10-23,3.65,1,93,35,0363B3DD632399CB8ABE
2606957,Ideal Location/ Residential Area,3487070,Sandrine,,Zuid,52.35345,4.87872,Entire home/apt,238,7,0,,,1,339,0,0363 3B60 6BD1 20F9 9AFB
2622859,Private Room in Amsterdam Oost,10697763,Gianna,,Oostelijk Havengebied - Indische Buurt,52.36303,4.93314,Private room,76,2,276,2022-11-05,2.72,2,327,37,0363 255F DB0A 53BF D616
2623099,Cosy basementroom on great location,13098216,Elianne,,De Baarsjes - Oud-West,52.36807,4.87636,Private room,119,3,75,2022-10-24,0.75,1,166,18,0363 77E0 6CFC D37B F765
3383368,Apartment with Roof terrace & Mimi the Cat,3989215,Noa,,De Baarsjes - Oud-West,52.36901,4.86852,Entire home/apt,110,7,37,2019-09-17,0.38,1,0,0,0363 41C8 625C 2A6F 6E3E
3383408,Design Studio One,17069976,Marja,,Centrum-West,52.36641,4.87983,Private room,97,2,324,2022-11-22,3.20,1,22,47,036337C68B743AE71D0F
2633912,Amsterdam Centrum met dakterras voor niet-rokers,13487234,Agaath,,Centrum-West,52.38308,4.88416,Entire home/apt,136,3,72,2021-11-08,0.72,1,0,0,0363 3FF9 FA17 4EEE 3456
3388764,Nice room with view on the canal,13818262,Palmyra,,De Pijp - Rivierenbuurt,52.34718,4.88952,Private room,93,3,74,2022-11-27,0.85,1,0,28,0363 F922 B691 C665 E7FB
2739228,Superlocated Canalhouse room private ensuite bath,436145,Riks,,Centrum-West,52.37911,4.89349,Private room,110,3,196,2022-11-28,1.92,4,9,7,036341086EC3C2FF2493
3389300,Great Amsterdam apartment,13823916,Veerle,,De Pijp - Rivierenbuurt,52.35206,4.89746,Entire home/apt,143,2,94,2022-09-20,0.92,1,0,12,0363 A20E 2269 4A82 2238
2638552,"B&B Reijgershof ""Art Deco room"" private bathroom",5137582,C.T.,,Gaasperdam - Driemond,52.31182,5.00063,Private room,107,1,167,2022-11-20,1.60,5,357,57,Exempt
2749780,Lovely Appartement with a Canal View in the Center,5431417,Adrien,,Centrum-West,52.38744,4.8892,Entire home/apt,207,3,12,2018-04-09,0.13,1,81,0,0363 F0C8 03E4 7E03 099B
2638773,Beautiful spacious 3 bedroom familyhouse w garden.,11386978,Frouke,,Watergraafsmeer,52.35216,4.92835,Entire home/apt,300,5,44,2022-07-20,0.42,1,141,2,
2639206,"B&B Reijgershof ""Barok room"" private bathroom",5137582,C.T.,,Gaasperdam - Driemond,52.31217,4.99983,Hotel room,121,1,81,2022-11-20,0.77,5,358,20,Exempt
2639773,Safe in Amsterdam: Best location in Amsterdam!,3018316,Corina,,Centrum-West,52.36955,4.88113,Private room,146,3,339,2022-12-05,3.21,1,125,54,0363 303A EBA8 D6F9 3CFA
2647276,"B&B Reijgershof ""Balinese Suite""",5137582,C.T.,,Gaasperdam - Driemond,52.3102,5.00055,Hotel room,121,1,101,2022-11-03,0.97,5,352,28,Exempt
3900628,Design houseboat in Amsterdam,5371689,Olga,,Oud-Noord,52.39578,4.90585,Entire home/apt,390,3,5,2022-10-21,0.79,1,0,5,0363 D216 7E7B ED38 A1A2
3413219,Nice spacious apartment w/ parking.,12167638,Gabrielle,,Watergraafsmeer,52.35629,4.94228,Entire home/apt,165,5,1,2015-05-06,0.01,1,0,0,036388C6255453FD9558
3430456,lovely apartment with balcony,17048359,Monique,,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,90,6,30,2019-11-07,0.30,1,0,0,0363 13AB 061A 0797 0C80
3432883,"Spacious, bright modern home with private garden",5268852,Marcel,,Zuid,52.34759,4.86044,Entire home/apt,300,5,12,2019-07-24,0.12,1,0,0,0363 8031 B6DD 1D95 7E19
3436527,Family house with garden,16944659,Jacqueline,,IJburg - Zeeburgereiland,52.35542,4.9981,Entire home/apt,150,3,3,2019-08-05,0.04,1,0,0,0363 77F3 1B94 B5C3 5749
3445411,"House with garden in Amsterdam, 5 min Vondelpark",6784512,Sander,,Zuid,52.348766,4.850187,Entire home/apt,200,4,4,2022-11-15,0.97,1,0,4,0363 3C60 7C9B F3A4 1971
3903880,Studio with private bathroom in the centre 2,59484,Alexander,,Centrum-Oost,52.36349,4.89322,Private room,105,1,330,2020-03-13,3.32,2,0,0,0363 CBB3 2C10 0C2A 1E29
3911407,Canal View Amsterdam Brouwersgracht apartment,3339417,Lisa & Maarten,,Centrum-West,52.37943,4.89126,Entire home/apt,140,7,76,2022-11-09,0.81,1,145,16,03638B14C2036F40E7E7
2754846,Modern private appartement with bikes in Amsterdam,13885350,Giulia,,De Baarsjes - Oud-West,52.36514,4.85357,Entire home/apt,183,4,6,2022-10-10,2.31,1,18,6,0363 8760 72FA 6481 6A9B
3917964,Cosy apartment in Amsterdam East!,8011802,Edoardo,,Oud-Oost,52.35926,4.92586,Entire home/apt,514,3,47,2022-07-06,0.48,1,363,3,0363 0425 F1D0 8A8C BE99
3926355,Lovely cosy houseboat in A'dam East,2963123,Juul,,Oostelijk Havengebied - Indische Buurt,52.37047576904297,4.9409708976745605,Private room,153,3,181,2022-11-20,1.80,1,317,37,0363 26FB 9833 4F52 AD8C
3459981,Luxurious familyhouse with garden,14307292,Dewi,,De Baarsjes - Oud-West,52.36347,4.87314,Entire home/apt,245,3,46,2022-08-18,0.45,1,0,7,0363 E8B7 EAE8 2B96 2C2C
3484708,Apartment at excellent spot!,9225306,Josien,,Slotervaart,52.35472,4.83962,Private room,89,2,46,2018-10-14,0.46,1,0,0,0363 FCC7 624B 9BE7 DD8E
3492282,Nice apartment in Helmersbuurt,669137,Karlijn,,De Baarsjes - Oud-West,52.36682,4.87356,Entire home/apt,80,5,41,2022-06-30,0.41,1,5,2,0363 5D88 3176 233E 0D3E
3500433,Spacious design townhouse with garden,1400952,Emilie Eliza,,De Baarsjes - Oud-West,52.36604,4.86711,Entire home/apt,300,3,72,2022-11-28,0.72,1,170,15,0363 0DF9 AC1D 4F9A D81B
3929712,Buenas Noches - The Loft,20358179,Reinout,,Centrum-West,52.3773,4.89475,Private room,97,3,563,2022-11-23,5.58,2,221,67,0363 990D 85E3 69A2 FD44
3934811,Sleeping at the canals in West,4127029,Jaap,,Bos en Lommer,52.37838,4.86084,Entire home/apt,85,5,12,2019-03-18,0.12,1,0,0,0363 2D28 01DB D07E D96D
2761156,Comfortable sky room 12th floor,14122005,Rick,,Slotervaart,52.36309,4.84393,Private room,49,2,415,2022-12-02,3.94,3,132,62,0363 DA82 0626 A1FA 89B3
3501084,"Spacious, light, cosy apt. in the Jordaan district",17629159,Charlotte,,Centrum-West,52.37995,4.88577,Entire home/apt,250,3,67,2022-08-16,0.66,1,1,3,0363 FA2F 2DD2 A46C 3E36
3504128,5***** Cosy apartment City Centre 4pers,14316583,Stephanie,,Oud-Oost,52.35677,4.91537,Entire home/apt,235,4,30,2022-04-19,0.30,1,71,1,0363 9E47 C286 BC3E 45AE
3508800,"Cosy Amstel guestroom +garden, free parking/bikes",17187656,Marga,,De Pijp - Rivierenbuurt,52.33429,4.90253,Private room,79,2,566,2022-09-19,5.55,1,2,19,0363 F51D 3035 F305 B58F
3519739,Apartment next to the park,17414846,Henrike,,Westerpark,52.39041,4.87507,Entire home/apt,90,4,16,2019-10-11,0.16,1,0,0,0363 9697 7BDF A0EC 8A7B
3944495,Cozy private studio | Centre of Amsterdam | 3P,6461575,Paul & Joanna,,Centrum-Oost,52.3641,4.88634,Entire home/apt,152,1,476,2022-12-01,4.75,1,85,68,0363 CCAC 20B9 11DE 9271
3957639,Spacious artistic studio (100m2) no smoking.,20511749,Miriam Barbera,,Watergraafsmeer,52.35242,4.92652,Private room,100,2,225,2022-12-04,2.24,1,188,28,0363F202875829368D5A
3565477,Cute place in popular Westerpark,1793657,Julie,,Westerpark,52.39097,4.8777,Entire home/apt,186,2,66,2022-08-15,0.67,1,50,7,0363 C667 A2E8 FB14 8302
2763037,Beautiful Canal Apartment,11001794,Ernestine,,Centrum-West,52.37514,4.88916,Private room,159,2,344,2022-11-28,3.74,1,200,78,03633D7182FB3AAE106B
3566834,Comfortable stay in museum district for one or two,2986709,Dina-Perla,,Zuid,52.35518,4.881,Private room,68,1,230,2022-11-17,2.84,3,195,39,0363 7C88 6FCC CBFD 195E
3572825,"Charming, Cute & Convenient Big House with Garden",17991662,Christien,,Westerpark,52.38573,4.8663,Entire home/apt,200,2,10,2016-08-22,0.10,1,0,0,03633C44FFBED853306F
3974283,Lovely luxurious apartment in the Pijp (75m2),16819959,Jenny,,De Pijp - Rivierenbuurt,52.34998,4.89492,Entire home/apt,125,3,41,2022-05-24,0.41,1,18,5,0363 8F68 F709 6265 5F25
3982031,"Top location, quiet guesthouse, 2p",13527741,Mischa,,Centrum-Oost,52.36239,4.89859,Entire home/apt,150,5,160,2022-11-26,1.62,1,78,34,0363 5F27 6081 C503 7AD6
3996686,"Beautiful, spacious, central and quiet",20664546,Maureen,,Centrum-Oost,52.37041,4.90235,Entire home/apt,314,3,38,2022-08-15,0.38,1,6,2,0363 2DE4 7AD8 3D13 342C
4011762,130m2 3 bedroom 2 bathroom Jordaan apartment H3,5796250,Remco,,Centrum-West,52.38364,4.88563,Entire home/apt,225,7,61,2022-11-09,0.61,14,194,20,Exempt
4029316,Cosy Studio apartment,20889667,Jerome,,Zuid,52.35098,4.8861,Entire home/apt,153,7,33,2021-07-08,0.39,1,0,0,0363 4F2E E3B5 AC3B A8A3
4035170,White Houseboat Prinsengracht,20921327,Hermann,,Centrum-West,52.3778,4.88626,Entire home/apt,240,3,78,2022-11-29,0.78,1,110,23,0363 294D 914E AA99 02C7
4043258,Spacious apartment (81m²) + balcony facing South,20965087,Erwin,,Oostelijk Havengebied - Indische Buurt,52.35963,4.94314,Entire home/apt,80,2,54,2020-09-30,0.61,1,0,0,0363 A29C 1AA4 297E 0B15
3573089,"modern, light appartment",11209623,Chantal,,Watergraafsmeer,52.35459,4.92779,Entire home/apt,400,1,0,,,1,307,0,0363 4496 2725 43DD D06E
3574552,Cute apartment with balcony in sun,7892885,Anouk,,Oud-Oost,52.35294,4.91728,Entire home/apt,110,2,28,2019-08-22,0.30,1,0,0,0363 1236 5B60 E292 EB48
4043288,"TOPLOCATED room, private bath, 5 walkmins CS",436145,Riks,,Centrum-West,52.37808,4.89456,Private room,111,3,112,2022-11-29,1.12,4,13,6,036341086EC3C2FF2493
2763386,Comfortable SKY ROOM 12th floor,14122005,Rick,,Slotervaart,52.36173,4.8454,Private room,40,2,350,2022-12-02,3.33,3,136,62,0363 DA82 0626 A1FA 89B3
4051748,Beautiful Apartment With Asian Style Bedroom 4P,21010247,Arjan,,De Pijp - Rivierenbuurt,52.34361,4.89763,Private room,150,1,352,2022-12-04,3.89,1,209,46,0363 97CE E6A5 BDC3 2A47
4052965,Cosy studio on HOUSEBOAT with large roof terrace!,125667,Michèle,,De Pijp - Rivierenbuurt,52.35099,4.88663,Private room,153,3,335,2022-11-22,3.37,2,81,39,0363 3DB9 15C1 0958 B6AA
3577411,APRIL IN THE JORDAAN/AMSTERDAM!,12965030,Carla,,Centrum-West,52.37544,4.87964,Entire home/apt,225,4,2,2017-12-29,0.02,1,0,0,0363E9690131BD7D8775
2775209,Large Luxury Apartment A'dam South,9406727,S,,Zuid,52.34805,4.87523,Entire home/apt,375,7,25,2018-07-28,0.24,1,315,0,0363 27F3 93FC B19F C418
3580990,Cosy apartment near Vondelpark,17952331,Jan,,De Baarsjes - Oud-West,52.36259,4.86327,Entire home/apt,95,2,24,2017-11-05,0.24,1,34,0,0363 4AFB 68D4 C405 9948
3590060,Monumental 2 bedroom apartment in city centre,4685354,Michelle,,Centrum-Oost,52.36908,4.90657,Entire home/apt,350,5,11,2022-08-14,0.17,1,20,3,0363 F6E1 92DF 42F5 4FE2
4057394,"110m2: light, bright and new!",21042827,Tabitha,,Centrum-Oost,52.36706,4.92487,Entire home/apt,157,10,7,2018-10-01,0.07,1,47,0,0363 2C91 4DC1 1735 3D60
4064519,Ruim nieuwbouw appartement boven De Hallen,21080517,Anne-Marie,,De Baarsjes - Oud-West,52.36724,4.86813,Entire home/apt,109,14,14,2021-05-25,0.16,1,0,0,0363 37EA 9156 0F57 6AB9
4064665,Hidden gem in Amsterdam,3105007,Sip,,Centrum-West,52.38767,4.88464,Entire home/apt,213,2,32,2022-11-26,0.60,1,2,9,0363 6225 D521 CBF5 9366
2780062,The Studio Sixty Six,14218464,Suzanne,,Centrum-Oost,52.36124,4.89053,Private room,149,2,127,2022-11-21,1.21,1,241,64,0363 A187 BBA0 D9F1 DE2A
4076501,"Bright & comfy private room, close to Vondelpark",6833668,Marieke,,Zuid,52.35369,4.86822,Hotel room,131,1,87,2021-11-08,0.87,1,250,0,0363 C9AB E9F8 52F0 1DFA
4096584,"Bright appartment in the 9 streets, w/balcony",20140918,Anna,,Centrum-West,52.36989,4.88679,Entire home/apt,150,5,34,2020-07-30,0.35,1,0,0,0363 DCC7 6FDD 3C6B 082E
4119684,Deluxe Modern Amstel Canal View,21371721,Sander,,Centrum-Oost,52.36108,4.90585,Entire home/apt,414,1,70,2022-08-23,0.71,1,301,8,0363 87FC E31F 7E71 0C01
3604547,Luxerious apartment close to Jordaan,3694185,Ben,,Westerpark,52.37479,4.87261,Entire home/apt,275,5,31,2022-09-05,0.41,1,55,6,0363 21D4 E5CF B05B E17D
3620791,Beit Mabsout مبسوط,17638832,Annemieke,,Westerpark,52.38329,4.87189,Entire home/apt,138,3,11,2019-10-19,0.11,1,0,0,0363 C2D6 E19B 4C17 6148
3649382,Space and light on two floors,18450996,Jordis,,Zuid,52.35138,4.85136,Entire home/apt,107,2,53,2020-01-05,0.52,1,0,0,036330F471EC88C52E8C
3685177,Amazing Family home on River Amstel,5845221,Madir,,De Pijp - Rivierenbuurt,52.35172,4.90688,Entire home/apt,300,2,6,2022-08-20,0.06,1,0,2,0363 5A3A 9789 DC16 DA07
3690880,Private Studio on a houseboat; with windmill views,18787526,Bop & Eve,,Centrum-Oost,52.36829,4.92378,Private room,125,3,385,2022-12-01,3.82,2,139,43,0363 B37F 4073 D192 471E
4147668,"Bright, with balcony, lively area.",20465009,Alette,,Oud-Oost,52.36204,4.92375,Private room,85,28,102,2022-11-04,1.02,2,40,10,0363 7667 20AA 5BC0 B7E5
4147932,"45m2 nice, light room & sunny roofterrace",21488545,Enith,,Watergraafsmeer,52.35396,4.93526,Private room,83,2,309,2022-12-01,3.11,1,321,53,0363 70BF ECCC 33E3 6737
4150731,Cosy apartment nexto Amstel River,21533878,Angelo,,Oud-Oost,52.34935,4.91202,Entire home/apt,131,2,59,2022-10-16,0.59,1,0,10,0363 5635 A7D8 6D06 2BE7
4157853,"Cosy guest suite in Old City, Amsterdam",19562807,Tahier,,Centrum-West,52.37313,4.89652,Private room,151,2,148,2022-09-06,1.59,2,197,22,0363 BBDA 8919 0AFD 17E1
4158675,Cozy and Sunny Apartment,21581535,Wouter,,Oud-Oost,52.35832,4.92368,Entire home/apt,128,2,19,2022-07-22,0.19,1,0,1,0363 2D70 8ECE C6CA 34F9
3696035,Lovely family house with garden,17635284,Michèle,,Oud-Noord,52.39729,4.91497,Entire home/apt,150,3,14,2022-08-10,0.16,1,4,1,0363 4123 1151 ACA8 6F98
2787645,"Unique House Boat for family, (kids free)",1491426,Merlijn,,De Pijp - Rivierenbuurt,52.34272,4.9135,Entire home/apt,135,4,41,2022-08-17,0.39,1,13,2,0363 87BA DD27 0DE6 73C0
3698780,Family & Business House /w Garden Bright & Clean,412277,Sean,,De Pijp - Rivierenbuurt,52.34176,4.89855,Entire home/apt,154,3,19,2021-11-26,0.19,1,0,0,0363 BEF9 A8C0 1555 4223
3700218,"Picturesque, quiet, free parking",18823161,Marion,,Noord-West,52.41704,4.8996,Private room,75,3,152,2022-08-02,1.50,1,0,12,0363 4BB2 1F50 2594 116C
4162988,Eco friendly family house with 2 cats,20157581,Rob,,Bos en Lommer,52.38182,4.84981,Entire home/apt,185,5,4,2022-10-03,0.63,1,0,4,0363 D7EC 59E4 D5A3 CB20
4171701,Large Modern Apartment (120m2) w/ patio,3664300,Berend,,Slotervaart,52.36357,4.83057,Entire home/apt,250,5,5,2016-03-08,0.06,1,0,0,0363 1A01 4EBA 3EBE 20F6
4172192,Brand new central apartment +garden,7821104,Merle,,Zuid,52.34972,4.86443,Entire home/apt,159,2,46,2022-02-25,0.46,1,0,3,0363 2633 F5A3 3FDC 8172
3708105,Spacious Apartment in city center,1376907,Mijef,,De Baarsjes - Oud-West,52.37075,4.87471,Entire home/apt,138,5,62,2022-01-18,0.62,1,0,1,0363 DA39 C3FD 692D 2744
3708658,Roof top terrace apartment in trendy AmsterdamWest,18918001,Naomi,,Bos en Lommer,52.37497,4.85833,Entire home/apt,120,2,3,2019-05-05,0.06,1,0,0,0363 7477 016A C476 B4E8
4180798,Room with canal view in old centre,21689300,Erik,,Centrum-Oost,52.37254,4.90194,Private room,150,2,115,2022-11-30,1.17,1,162,16,0363 D840 CF8B F0D8 FF8C
2788545,Spacious apartment in trendy East,14263733,Tim & Anne,,Oostelijk Havengebied - Indische Buurt,52.36402,4.93394,Entire home/apt,195,5,12,2022-08-27,0.15,1,5,3,0363 3788 4136 2689 C7F2
3722301,Luxury apartment. Prime location,19015099,Roman,,Centrum-Oost,52.36342,4.88956,Entire home/apt,362,2,211,2022-11-17,2.64,1,190,41,0363c90703cb0316e6c9
4185598,Beautiful and spacious apartment in Old-West,2129723,Aukeline,,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,250,3,18,2022-09-18,0.20,1,0,7,0363 56E2 64B6 F130 D5D6
3724060,Cozy apartment close to the centre,15800792,Albertine,,De Baarsjes - Oud-West,52.37131,4.87306,Entire home/apt,243,3,77,2022-10-30,0.76,1,200,12,0363 B65B 4372 B729 5281
